cell50,n,x50,y50,in_range
644,0,-2150000,2485000,FALSE
645,0,-2100000,2485000,FALSE
646,0,-2050000,2485000,FALSE
647,0,-2000000,2485000,FALSE
648,0,-1950000,2485000,FALSE
649,0,-1900000,2485000,FALSE
650,0,-1850000,2485000,FALSE
651,0,-1800000,2485000,FALSE
652,0,-1750000,2485000,FALSE
653,0,-1700000,2485000,FALSE
654,0,-1650000,2485000,FALSE
655,3,-1600000,2485000,TRUE
656,0,-1550000,2485000,TRUE
657,1,-1500000,2485000,TRUE
658,2,-1450000,2485000,TRUE
659,4,-1400000,2485000,TRUE
660,5,-1350000,2485000,TRUE
661,1,-1300000,2485000,TRUE
662,31,-1250000,2485000,TRUE
663,116,-1200000,2485000,TRUE
664,39,-1150000,2485000,TRUE
665,8,-1100000,2485000,FALSE
666,3,-1050000,2485000,FALSE
667,0,-1000000,2485000,FALSE
668,20,-950000,2485000,FALSE
669,66,-900000,2485000,FALSE
670,0,-850000,2485000,FALSE
671,0,-800000,2485000,FALSE
672,0,-750000,2485000,FALSE
674,0,-650000,2485000,FALSE
675,0,-600000,2485000,FALSE
676,0,-550000,2485000,FALSE
677,0,-500000,2485000,FALSE
681,0,-300000,2485000,FALSE
682,0,-250000,2485000,FALSE
683,0,-200000,2485000,FALSE
685,0,-100000,2485000,FALSE
686,0,-50000,2485000,FALSE
687,0,0,2485000,FALSE
688,0,50000,2485000,FALSE
689,0,100000,2485000,FALSE
690,0,150000,2485000,FALSE
691,0,200000,2485000,FALSE
692,0,250000,2485000,FALSE
693,0,300000,2485000,FALSE
694,0,350000,2485000,FALSE
695,0,400000,2485000,FALSE
696,0,450000,2485000,FALSE
697,0,500000,2485000,FALSE
698,0,550000,2485000,FALSE
699,0,600000,2485000,FALSE
700,0,650000,2485000,FALSE
701,0,700000,2485000,FALSE
703,0,800000,2485000,FALSE
704,0,850000,2485000,FALSE
705,0,900000,2485000,FALSE
706,0,950000,2485000,FALSE
707,0,1000000,2485000,FALSE
708,0,1550000,2485000,TRUE
709,0,1600000,2485000,TRUE
710,1,1650000,2485000,TRUE
711,6,1700000,2485000,TRUE
712,8,1750000,2485000,TRUE
713,4,1800000,2485000,TRUE
714,60,1850000,2485000,TRUE
715,42,1900000,2485000,TRUE
716,19,1950000,2485000,TRUE
717,15,2000000,2485000,TRUE
718,0,2050000,2485000,TRUE
719,0,-2300000,2435000,FALSE
720,0,-2250000,2435000,FALSE
721,0,-2200000,2435000,FALSE
722,0,-2150000,2435000,FALSE
